# post-mediated xDR export — synthetic, generated by gen-postmed-xdr.py — all timestamps are UTC
REC_SEQ|MED_FILE_ID|SWITCH_ID|REC_TYPE|IMSI|MSISDN|OTHER_PARTY|CELL_ID|APN|START_AT|EVENT_DATE|DURATION_SEC|BYTES_UP|BYTES_DOWN|RATED_AMOUNT|CURRENCY|ROAM_FLAG|MED_STATUS|IMEI|DIRECTION
20260903-000375|MED-20260903-001|MSC-NORTH-01|VOICE|001190774607106|992900941360|998628901134|61301-205|NULL|2026-09-03 11:33:25|2026-09-03|2336|||6.5390|XTS|HOME|RATED|005985511759390|MTC
20260903-000376|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030565338793|995970764623|N/A|11421-092|ims.test|2026-09-03 03:56:41|2026-09-03|1067|466626|6905861||XTS|NATIONAL|UNRATED|002994591135190|NA
20260903-000377|MED-20260903-001|MSC-NORTH-02|VOICE|001060623545812|999801779626|994245774834|27933-249|NULL|2026-09-03 21:09:04|2026-09-03|1453|||6.3634|XTS|HOME|RATED|007748461262650|MTC
20260903-000378|MED-20260903-001|MSC-NORTH-02|SMS|001060438512270|995919544249|996284163100|49527-063|NULL|2026-09-03 23:40:58|2026-09-03|0|||0.0113|XTS|NATIONAL|RATED|007408591701380|MTC
20260903-000379|MED-20260903-001|MSC-NORTH-02|SMS|001060632913611|992074868336|991140296072|58583-077|NULL|2026-09-03 13:10:45|2026-09-03|0|||0.0675|XTS|HOME|RATED|004893347183810|MOC
20260903-000380|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190345450372|995482451311|N/A|41385-154|mms.test|2026-09-03 11:22:18|2026-09-03|6809|2358993|35494635|0.4684|XTS|INTL|RATED|004948278643090|NA
20260903-000381|MED-20260903-001|MME-SOUTH-03|DATA|001060412817548|992173139757|N/A|18479-006|ims.test|2026-09-03 01:41:23|2026-09-03|1553|581409|47928531|0.0941|XTS|HOME|RATED|009853648237910|NA
20260903-000382|MED-20260903-001|MSC-NORTH-01|VOICE|001030730012612|993976433400|994919985164|60065-184|NULL|2026-09-03 21:48:24|2026-09-03|2346||||XTS|INTL|UNRATED|004684387205960|MTC
20260903-000383|MED-20260903-001|MME-SOUTH-03|DATA|001190453266469|999091298005|N/A|06145-199|ims.test|2026-09-03 13:54:39|2026-09-03|6481|2866507|22596683|0.0391|XTS|HOME|RATED|000049609349850|NA
20260903-000384|MED-20260903-001|MSC-NORTH-01|VOICE|001190350824406|991643713661|991661432375|47554-086|NULL|2026-09-03 18:49:37|2026-09-03|3553|||20.4951|XTS|INTL|RATED|002022618847460|MOC
20260903-000385|MED-20260903-001|MSC-NORTH-01|VOICE|001030249982813|992677394099|995440296440|15878-141|NULL|2026-09-03 02:56:10|2026-09-03|1476|||3.7482|XTS|HOME|RATED|004409927906570|MTC
20260903-000386|MED-20260903-001|MSC-NORTH-01|VOICE|001060908892595|990190974659|998857840092|01007-191|NULL|2026-09-03 09:39:26|2026-09-03|600|||3.4190|XTS|INTL|SUSPENSE|003873888224100|MTC
20260903-000387|MED-20260903-001|MSC-NORTH-02|SMS|001190546812816|998857840092|995418638085|34217-099|NULL|2026-09-03 14:18:36|2026-09-03|0|||0.0344|XTS|HOME|RATED|000037707783370|MOC
20260903-000388|MED-20260903-001|MSC-NORTH-02|VOICE|001060445008592|990487239781|996323876306|29769-035|NULL|2026-09-03 04:46:54|2026-09-03|2278|||1.8969|XTS|HOME|RATED|005478829861160|MOC
20260903-000389|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030828238830|991611975488|N/A|41826-220|internet.test|2026-09-03 11:23:57|2026-09-03|6491|2999814|67654814|1.0641|XTS|HOME|SUSPENSE|000678257334830|NA
20260903-000390|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190436189916|996043263268|N/A|25157-085|internet.test|2026-09-03 14:35:59|2026-09-03|4128|4024667|6909550|0.0829|XTS|HOME|RATED|004052933080930|NA
20260903-000391|MED-20260903-001|MSC-NORTH-02|VOICE|001030408836440|995570019260|992080399991|17229-036|NULL|2026-09-03 23:09:22|2026-09-03|1028|||4.4314|XTS|HOME|RATED|007554336296780|MOC
20260903-000392|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030614188299|991885999154|N/A|27379-237|mms.test|2026-09-03 00:15:57|2026-09-03|1004|4259222|44360849||XTS|HOME|UNRATED|000239085433910|NA
20260903-000393|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060992648953|992441843169|N/A|38586-236|mms.test|2026-09-03 12:17:14|2026-09-03|6175|477486|51710979||XTS|HOME|UNRATED|005639698621430|NA
20260903-000394|MED-20260903-001|MSC-NORTH-02|SMS|001060870771827|996249693969|995440296440|57578-081|NULL|2026-09-03 06:36:27|2026-09-03|0|||0.0686|XTS|NATIONAL|RATED|007839388031690|MOC
20260903-000395|MED-20260903-001|MME-SOUTH-03|DATA|001190074570258|992427701693|N/A|13058-055|ims.test|2026-09-03 17:16:15|2026-09-03|591|1871879|63515861|0.5215|XTS|NATIONAL|RATED|009104329982620|NA
20260903-000396|MED-20260903-001|MME-SOUTH-03|DATA|001030768246898|994470438935|N/A|27945-066|internet.test|2026-09-03 03:51:55|2026-09-03|5490|4539978|62988549|0.8836|XTS|HOME|RATED|009628727659560|NA
20260903-000397|MED-20260903-001|MSC-NORTH-01|SMS|001030894664635|996323876306|996016197557|16964-245|NULL|2026-09-03 13:33:37|2026-09-03|0|||0.0791|XTS|NATIONAL|RATED|000714399195150|MOC
20260903-000398|MED-20260903-001|MSC-NORTH-01|SMS|001060583876508|994700780002|998464181049|18040-122|NULL|2026-09-03 09:27:22|2026-09-03|0|||0.0450|XTS|INTL|RATED|002406125182380|MOC
20260903-000399|MED-20260903-001|MSC-NORTH-01|VOICE|001190839384905|991288530100|994597418727|41824-008|NULL|2026-09-03 09:02:16|2026-09-03|1889|||0.7333|XTS|NATIONAL|RATED|007586067040690|MTC
20260903-000400|MED-20260903-001|MSC-NORTH-02|SMS|001030037262008|995418638085|996016197557|53461-034|NULL|2026-09-03 11:54:05|2026-09-03|0|||0.0568|XTS|HOME|RATED|009560680673040|MTC
20260903-000401|MED-20260903-001|MSC-NORTH-01|VOICE|001190624470215|994536962354|995318392650|20845-109|NULL|2026-09-03 02:36:58|2026-09-03|107|||0.2140|XTS|HOME|RATED|000420000042000|MOC
20260903-000402|MED-20260903-001|MSC-NORTH-02|VOICE|001190624470215|994536962354|991885999154|02565-062|NULL|2026-09-03 03:07:01|2026-09-03|129|||0.2580|XTS|HOME|RATED|000420000042000|MOC
20260903-000403|MED-20260903-001|MSC-NORTH-02|VOICE|001190624470215|994536962354|995590372103|24011-014|NULL|2026-09-03 01:02:58|2026-09-03|41|||0.0820|XTS|HOME|RATED|000420000042000|MOC
20260903-000404|MED-20260903-001|MSC-NORTH-02|VOICE|001190624470215|994536962354|992441843169|47650-088|NULL|2026-09-03 02:38:30|2026-09-03|151|||0.3020|XTS|HOME|RATED|000420000042000|MOC
20260903-000405|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|998998014284|48171-241|NULL|2026-09-03 13:18:14|2026-09-03|13|||0.0260|XTS|HOME|RATED|009567683458990|MOC
20260903-000406|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|998769717124|59249-119|NULL|2026-09-03 14:56:14|2026-09-03|17|||0.0340|XTS|HOME|RATED|009567683458990|MOC
20260903-000407|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|993011575224|54215-008|NULL|2026-09-03 18:34:16|2026-09-03|35|||0.0700|XTS|HOME|RATED|009567683458990|MOC
20260903-000408|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|992277543666|47152-216|NULL|2026-09-03 13:50:40|2026-09-03|27|||0.0540|XTS|HOME|RATED|009567683458990|MOC
20260903-000409|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|995461200134|01091-111|NULL|2026-09-03 10:45:11|2026-09-03|32|||0.0640|XTS|HOME|RATED|009567683458990|MOC
20260903-000410|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|994447297070|13143-013|NULL|2026-09-03 17:42:10|2026-09-03|18|||0.0360|XTS|HOME|RATED|009567683458990|MOC
20260903-000411|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|996283819444|01027-015|NULL|2026-09-03 15:42:54|2026-09-03|18|||0.0360|XTS|HOME|RATED|009567683458990|MOC
20260903-000412|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|991737618075|26872-075|NULL|2026-09-03 19:22:07|2026-09-03|40|||0.0800|XTS|HOME|RATED|009567683458990|MOC
20260903-000413|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|995069673282|26986-003|NULL|2026-09-03 08:58:13|2026-09-03|28|||0.0560|XTS|HOME|RATED|009567683458990|MOC
20260903-000414|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|995201883610|56471-098|NULL|2026-09-03 14:06:06|2026-09-03|44|||0.0880|XTS|HOME|RATED|009567683458990|MOC
20260903-000415|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|997107092340|49604-090|NULL|2026-09-03 11:28:03|2026-09-03|14|||0.0280|XTS|HOME|RATED|009567683458990|MOC
20260903-000416|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|992149555286|51833-155|NULL|2026-09-03 18:00:22|2026-09-03|34|||0.0680|XTS|HOME|RATED|009567683458990|MOC
20260903-000417|MED-20260903-001|MSC-NORTH-02|VOICE|001190735862009|990358381026|998042529303|15266-221|NULL|2026-09-03 17:15:50|2026-09-03|42|||0.0840|XTS|HOME|RATED|009567683458990|MOC
20260903-000418|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|993326420588|26619-220|NULL|2026-09-03 11:17:17|2026-09-03|36|||0.0720|XTS|HOME|RATED|009567683458990|MOC
20260903-000419|MED-20260903-001|MSC-NORTH-01|VOICE|001190735862009|990358381026|998887049642|43695-045|NULL|2026-09-03 11:03:21|2026-09-03|25|||0.0500|XTS|HOME|RATED|009567683458990|MOC
20260903-000420|MED-20260903-001|MSC-NORTH-02|VOICE|001190738399859|996033079560|992724237969|30267-038|NULL|2026-09-03 02:15:00|2026-09-03|300|||0.6000|XTS|HOME|RATED|009310931066900|MOC
20260903-000421|MED-20260903-001|MSC-NORTH-01|VOICE|001190738399859|996033079560|992724237969|21186-070|NULL|2026-09-03 07:45:00|2026-09-03|360|||0.7200|XTS|HOME|RATED|009310931066900|MTC
20260903-000422|MED-20260903-001|MSC-NORTH-02|VOICE|001190738399859|996033079560|992724237969|48585-020|NULL|2026-09-03 21:05:00|2026-09-03|420|||0.8400|XTS|HOME|RATED|009310931066900|MOC
20260903-000423|MED-20260903-001|MSC-NORTH-02|VOICE|001190029001284|999799982865|998999107484|55055-144|NULL|2026-09-03 10:57:29|2026-09-03|58|||0.1160|XTS|HOME|RATED|005293836452100|MTC
20260903-000424|MED-20260903-001|MSC-NORTH-02|VOICE|001190029001284|999799982865|995570019260|33051-206|NULL|2026-09-03 22:19:17|2026-09-03|154|||0.3080|XTS|HOME|RATED|005293836452100|MTC
20260903-000425|MED-20260903-001|MSC-NORTH-01|VOICE|001190029001284|999799982865|994752517356|12469-185|NULL|2026-09-03 13:19:22|2026-09-03|624|||1.2480|XTS|HOME|RATED|005293836452100|MTC
